#proteinId	gotermId	goName	gotermType	goAcc
43636	10082	ATPase activity	molecular_function	GO:0016887
43636	10273	single-stranded DNA-dependent ATP-dependent DNA helicase activity	molecular_function	GO:0017116
43636	18132	ATPase activity, coupled	molecular_function	GO:0042623
43636	18133	ATPase activity, uncoupled	molecular_function	GO:0042624
43636	18134	ATPase activity, coupled to transmembrane movement of ions	molecular_function	GO:0042625
43636	18135	ATPase activity, coupled to transmembrane movement of substances	molecular_function	GO:0042626
43647	3727	protein binding	molecular_function	GO:0005515
43650	2216	RNA binding	molecular_function	GO:0003723
43650	3708	binding	molecular_function	GO:0005488
43657	2531	carbonate dehydratase activity	molecular_function	GO:0004089
43657	4856	one-carbon compound metabolic process	biological_process	GO:0006730
43657	5939	zinc ion binding	molecular_function	GO:0008270
43668	2228	translation initiation factor activity	molecular_function	GO:0003743
43668	4584	regulation of translational initiation	biological_process	GO:0006446
43669	9367	mRNA metabolic process	biological_process	GO:0016071
43669	13392	ribonucleoprotein complex	cellular_component	GO:0030529
43672	2365	DNA ligase (ATP) activity	molecular_function	GO:0003910
43682	3721	iron ion binding	molecular_function	GO:0005506
43682	4283	electron transport	biological_process	GO:0006118
43682	6664	electron carrier activity	molecular_function	GO:0009055
43682	12251	heme binding	molecular_function	GO:0020037
43682	5803	ubiquinol-cytochrome-c reductase activity	molecular_function	GO:0008121
43700	4591	protein folding	biological_process	GO:0006457
43700	24336	unfolded protein binding	molecular_function	GO:0051082
43700	3736	ATP binding	molecular_function	GO:0005524
43700	2237	chaperonin ATPase activity	molecular_function	GO:0003763
43700	9687	chaperonin ATPase complex	cellular_component	GO:0016465
43709	9710	oxidoreductase activity	molecular_function	GO:0016491
43709	5788	alcohol dehydrogenase (NADP+) activity	molecular_function	GO:0008106
43722	6667	biosynthetic process	biological_process	GO:0009058
43722	10039	strictosidine synthase activity	molecular_function	GO:0016844
43746	3011	phosphoribosylamine-glycine ligase activity	molecular_function	GO:0004637
43746	6721	purine base biosynthetic process	biological_process	GO:0009113
43746	2290	catalytic activity	molecular_function	GO:0003824
43746	3736	ATP binding	molecular_function	GO:0005524
43754	815	rhodopsin-like receptor activity	molecular_function	GO:0001584
43754	5270	G-protein coupled receptor protein signaling pathway	biological_process	GO:0007186
43754	9321	integral to membrane	cellular_component	GO:0016021
43755	5939	zinc ion binding	molecular_function	GO:0008270
43759	2216	RNA binding	molecular_function	GO:0003723
43759	9667	tRNA-pseudouridine synthase activity	molecular_function	GO:0016439
43759	13963	tRNA pseudouridine synthesis	biological_process	GO:0031119
43771	3736	ATP binding	molecular_function	GO:0005524
43771	4301	nucleobase, nucleoside, nucleotide and nucleic acid metabolic process	biological_process	GO:0006139
43771	11478	nucleobase, nucleoside, nucleotide kinase activity	molecular_function	GO:0019205
43771	9974	phosphotransferase activity, phosphate group as acceptor	molecular_function	GO:0016776
43771	11474	nucleotide kinase activity	molecular_function	GO:0019201
43775	2754	glucosylceramidase activity	molecular_function	GO:0004348
43775	3954	lysosome	cellular_component	GO:0005764
43775	4792	sphingolipid metabolic process	biological_process	GO:0006665
43775	5135	lysosome organization and biogenesis	biological_process	GO:0007040
43789	9298	proton transport	biological_process	GO:0015992
43789	9320	membrane	cellular_component	GO:0016020
43789	2390	hydrogen-transporting two-sector ATPase activity	molecular_function	GO:0003936
43789	19729	proton-transporting ATP synthase complex	cellular_component	GO:0045259
43789	21355	hydrogen ion transporting ATP synthase activity, rotational mechanism	molecular_function	GO:0046933
43789	21380	hydrogen ion transporting ATPase activity, rotational mechanism	molecular_function	GO:0046961
43792	2175	nucleic acid binding	molecular_function	GO:0003676
43792	5939	zinc ion binding	molecular_function	GO:0008270
43796	5939	zinc ion binding	molecular_function	GO:0008270
43796	9710	oxidoreductase activity	molecular_function	GO:0016491
43796	2290	catalytic activity	molecular_function	GO:0003824
43796	3708	binding	molecular_function	GO:0005488
43796	5830	metabolic process	biological_process	GO:0008152
43796	2413	NADPH:quinone reductase activity	molecular_function	GO:0003960
43799	4143	carbohydrate metabolic process	biological_process	GO:0005975
43799	10063	intramolecular transferase activity, phosphotransferases	molecular_function	GO:0016868
43799	2988	phosphoglucomutase activity	molecular_function	GO:0004614
43806	4927	transport	biological_process	GO:0006810
43806	9321	integral to membrane	cellular_component	GO:0016021
43808	2706	threonine endopeptidase activity	molecular_function	GO:0004298
43808	4024	proteasome core complex	cellular_component	GO:0005839
43808	4642	ubiquitin-dependent protein catabolic process	biological_process	GO:0006511
43808	2707	proteasome endopeptidase activity	molecular_function	GO:0004299
43817	4650	amino acid metabolic process	biological_process	GO:0006520
43817	13063	pyridoxal phosphate binding	molecular_function	GO:0030170
43817	4665	cysteine biosynthetic process from serine	biological_process	GO:0006535
43817	2290	catalytic activity	molecular_function	GO:0003824
43817	5830	metabolic process	biological_process	GO:0008152
43817	2562	cysteine synthase activity	molecular_function	GO:0004124
43818	9710	oxidoreductase activity	molecular_function	GO:0016491
43818	2290	catalytic activity	molecular_function	GO:0003824
43818	3708	binding	molecular_function	GO:0005488
43818	5830	metabolic process	biological_process	GO:0008152
43822	2227	structural constituent of ribosome	molecular_function	GO:0003735
43822	4556	translation	biological_process	GO:0006412
43822	9240	large ribosomal subunit	cellular_component	GO:0015934
43822	3827	intracellular	cellular_component	GO:0005622
43822	4025	ribosome	cellular_component	GO:0005840
43826	5830	metabolic process	biological_process	GO:0008152
43826	9710	oxidoreductase activity	molecular_function	GO:0016491
43826	2290	catalytic activity	molecular_function	GO:0003824
43826	3708	binding	molecular_function	GO:0005488
43826	2723	3-oxoacyl-[acyl-carrier-protein] reductase activity	molecular_function	GO:0004316
43850	2741	galactokinase activity	molecular_function	GO:0004335
43850	3736	ATP binding	molecular_function	GO:0005524
43850	4180	galactose metabolic process	biological_process	GO:0006012
43850	21261	carbohydrate phosphorylation	biological_process	GO:0046835
43850	14021	phosphopantetheine binding	molecular_function	GO:0031177
43850	9573	kinase activity	molecular_function	GO:0016301
43850	9581	phosphorylation	biological_process	GO:0016310
43850	3930	cytoplasm	cellular_component	GO:0005737
43850	5830	metabolic process	biological_process	GO:0008152
43850	9971	phosphotransferase activity, alcohol group as acceptor	molecular_function	GO:0016773
43854	5830	metabolic process	biological_process	GO:0008152
43854	5846	methyltransferase activity	molecular_function	GO:0008168
43860	5010	vesicle docking during exocytosis	biological_process	GO:0006904
43860	9480	vesicle-mediated transport	biological_process	GO:0016192
43871	2806	holocytochrome-c synthase activity	molecular_function	GO:0004408
43871	3931	mitochondrion	cellular_component	GO:0005739
43893	6667	biosynthetic process	biological_process	GO:0009058
43893	10042	1-aminocyclopropane-1-carboxylate synthase activity	molecular_function	GO:0016847
43893	9967	transferase activity, transferring nitrogenous groups	molecular_function	GO:0016769
43893	13063	pyridoxal phosphate binding	molecular_function	GO:0030170
43893	2465	alanine transaminase activity	molecular_function	GO:0004021
43897	5830	metabolic process	biological_process	GO:0008152
43897	9986	hydrolase activity, acting on ester bonds	molecular_function	GO:0016788
43897	12057	aspartoacylase activity	molecular_function	GO:0019807
43907	2290	catalytic activity	molecular_function	GO:0003824
43907	4725	polyamine biosynthetic process	biological_process	GO:0006596
43907	2962	ornithine decarboxylase activity	molecular_function	GO:0004586
43908	2227	structural constituent of ribosome	molecular_function	GO:0003735
43908	3827	intracellular	cellular_component	GO:0005622
43908	4025	ribosome	cellular_component	GO:0005840
43908	4556	translation	biological_process	GO:0006412
43908	9240	large ribosomal subunit	cellular_component	GO:0015934
43912	2175	nucleic acid binding	molecular_function	GO:0003676
43912	5939	zinc ion binding	molecular_function	GO:0008270
43912	13391	transcription regulator activity	molecular_function	GO:0030528
43912	19908	regulation of transcription	biological_process	GO:0045449
43912	2356	DNA-directed RNA polymerase activity	molecular_function	GO:0003899
43912	2357	DNA-directed RNA polymerase I activity	molecular_function	GO:0003900
43912	2358	DNA-directed RNA polymerase II activity	molecular_function	GO:0003901
43912	2359	DNA-directed RNA polymerase III activity	molecular_function	GO:0003902
43912	16888	RNA polymerase activity	molecular_function	GO:0034062
43916	4929	cation transport	biological_process	GO:0006812
43916	5991	cation transmembrane transporter activity	molecular_function	GO:0008324
43916	9320	membrane	cellular_component	GO:0016020
43918	3722	copper ion binding	molecular_function	GO:0005507
43928	3967	peroxisomal membrane	cellular_component	GO:0005778
43928	9768	peroxisome fission	biological_process	GO:0016559
43933	9320	membrane	cellular_component	GO:0016020
43935	3972	endoplasmic reticulum	cellular_component	GO:0005783
43935	3983	Golgi apparatus	cellular_component	GO:0005794
43935	4994	intracellular protein transport	biological_process	GO:0006886
43936	4283	electron transport	biological_process	GO:0006118
43936	9710	oxidoreductase activity	molecular_function	GO:0016491
43936	23919	FAD binding	molecular_function	GO:0050660
43936	3930	cytoplasm	cellular_component	GO:0005737
43936	19912	cell redox homeostasis	biological_process	GO:0045454
43936	3151	thioredoxin-disulfide reductase activity	molecular_function	GO:0004791
43938	162	nucleotide binding	molecular_function	GO:0000166
43938	3177	cysteine-tRNA ligase activity	molecular_function	GO:0004817
43938	3736	ATP binding	molecular_function	GO:0005524
43938	3930	cytoplasm	cellular_component	GO:0005737
43938	4556	translation	biological_process	GO:0006412
43938	4566	cysteinyl-tRNA aminoacylation	biological_process	GO:0006423
43938	3172	aminoacyl-tRNA ligase activity	molecular_function	GO:0004812
43938	4561	tRNA aminoacylation for protein translation	biological_process	GO:0006418
43941	2227	structural constituent of ribosome	molecular_function	GO:0003735
43941	3827	intracellular	cellular_component	GO:0005622
43941	4025	ribosome	cellular_component	GO:0005840
43941	4556	translation	biological_process	GO:0006412
43942	3708	binding	molecular_function	GO:0005488
43942	4927	transport	biological_process	GO:0006810
43942	9320	membrane	cellular_component	GO:0016020
43942	3931	mitochondrion	cellular_component	GO:0005739
43942	4953	mitochondrial transport	biological_process	GO:0006839
43942	3935	mitochondrial inner membrane	cellular_component	GO:0005743
43942	3546	transporter activity	molecular_function	GO:0005215
43944	3838	nucleus	cellular_component	GO:0005634
43961	6075	acyltransferase activity	molecular_function	GO:0008415
43961	2535	carnitine O-palmitoyltransferase activity	molecular_function	GO:0004095
43973	62	tRNA binding	molecular_function	GO:0000049
43976	162	nucleotide binding	molecular_function	GO:0000166
43976	3185	methionine-tRNA ligase activity	molecular_function	GO:0004825
43976	3736	ATP binding	molecular_function	GO:0005524
43976	3930	cytoplasm	cellular_component	GO:0005737
43976	4556	translation	biological_process	GO:0006412
43976	4574	methionyl-tRNA aminoacylation	biological_process	GO:0006431
43976	3172	aminoacyl-tRNA ligase activity	molecular_function	GO:0004812
43976	4561	tRNA aminoacylation for protein translation	biological_process	GO:0006418
43979	4786	phosphatidylserine biosynthetic process	biological_process	GO:0006659
43979	6427	cardiolipin synthase activity	molecular_function	GO:0008808
43979	10741	UDP-N-acetylglucosamine:serine-protein N-acetylglucosamine-1-phosphotransferase activity	molecular_function	GO:0018421
43979	10742	GDP-mannose:serine-protein mannose-1-phosphotransferase activity	molecular_function	GO:0018422
43979	19225	archaetidylserine synthase activity	molecular_function	GO:0043761
43979	19252	cardiolipin synthetase 2 activity	molecular_function	GO:0043788
43980	9321	integral to membrane	cellular_component	GO:0016021
43986	9321	integral to membrane	cellular_component	GO:0016021
43993	6248	lipid biosynthetic process	biological_process	GO:0008610
43993	6444	cyclopropane-fatty-acyl-phospholipid synthase activity	molecular_function	GO:0008825
43994	3727	protein binding	molecular_function	GO:0005515
43995	3546	transporter activity	molecular_function	GO:0005215
43995	4970	oligopeptide transport	biological_process	GO:0006857
43995	9320	membrane	cellular_component	GO:0016020
43997	8445	hydrogen ion transmembrane transporter activity	molecular_function	GO:0015078
43997	9691	proton-transporting two-sector ATPase complex	cellular_component	GO:0016469
43997	3724	calcium ion binding	molecular_function	GO:0005509
44025	6284	amino acid biosynthetic process	biological_process	GO:0008652
44025	2514	aspartate kinase activity	molecular_function	GO:0004072
44028	2613	endopeptidase activity	molecular_function	GO:0004175
44028	4024	proteasome core complex	cellular_component	GO:0005839
44028	4642	ubiquitin-dependent protein catabolic process	biological_process	GO:0006511
44028	2706	threonine endopeptidase activity	molecular_function	GO:0004298
44028	2707	proteasome endopeptidase activity	molecular_function	GO:0004299
44030	5830	metabolic process	biological_process	GO:0008152
44030	2327	3-isopropylmalate dehydratase activity	molecular_function	GO:0003861
44030	6706	leucine biosynthetic process	biological_process	GO:0009098
44030	6913	3-isopropylmalate dehydratase complex	cellular_component	GO:0009316
44030	24786	4 iron, 4 sulfur cluster binding	molecular_function	GO:0051539
44039	2620	carboxypeptidase A activity	molecular_function	GO:0004182
44039	4639	proteolysis	biological_process	GO:0006508
44039	5939	zinc ion binding	molecular_function	GO:0008270
44041	3724	calcium ion binding	molecular_function	GO:0005509
44058	3727	protein binding	molecular_function	GO:0005515
44064	3173	alanine-tRNA ligase activity	molecular_function	GO:0004813
44064	3736	ATP binding	molecular_function	GO:0005524
44064	3930	cytoplasm	cellular_component	GO:0005737
44064	4556	translation	biological_process	GO:0006412
44064	4562	alanyl-tRNA aminoacylation	biological_process	GO:0006419
44064	10071	ligase activity, forming aminoacyl-tRNA and related compounds	molecular_function	GO:0016876
44064	18535	tRNA aminoacylation	biological_process	GO:0043039
44077	5795	peptide-methionine-(S)-S-oxide reductase activity	molecular_function	GO:0008113
44089	7744	FMN binding	molecular_function	GO:0010181
44089	9710	oxidoreductase activity	molecular_function	GO:0016491
44089	9836	12-oxophytodienoate reductase activity	molecular_function	GO:0016629
44094	3727	protein binding	molecular_function	GO:0005515
44094	5939	zinc ion binding	molecular_function	GO:0008270
44101	2290	catalytic activity	molecular_function	GO:0003824
44101	9320	membrane	cellular_component	GO:0016020
44102	2745	glucan 1,4-alpha-glucosidase activity	molecular_function	GO:0004339
44109	3708	binding	molecular_function	GO:0005488
44116	2290	catalytic activity	molecular_function	GO:0003824
44116	5830	metabolic process	biological_process	GO:0008152
44116	2861	long-chain-fatty-acid-CoA ligase activity	molecular_function	GO:0004467
44116	8961	fatty-acid ligase activity	molecular_function	GO:0015645
44116	14792	short-chain-fatty-acid-CoA ligase activity	molecular_function	GO:0031955
44116	14793	medium-chain-fatty-acid-CoA ligase activity	molecular_function	GO:0031956
44116	14794	very-long-chain-fatty-acid-CoA ligase activity	molecular_function	GO:0031957
44118	586	chromatin	cellular_component	GO:0000785
44118	2176	DNA binding	molecular_function	GO:0003677
44118	3838	nucleus	cellular_component	GO:0005634
44118	4504	regulation of transcription, DNA-dependent	biological_process	GO:0006355
44120	3721	iron ion binding	molecular_function	GO:0005506
44120	4283	electron transport	biological_process	GO:0006118
44120	9321	integral to membrane	cellular_component	GO:0016021
44120	9710	oxidoreductase activity	molecular_function	GO:0016491
44120	23919	FAD binding	molecular_function	GO:0050660
44122	3721	iron ion binding	molecular_function	GO:0005506
44122	4283	electron transport	biological_process	GO:0006118
44122	9321	integral to membrane	cellular_component	GO:0016021
44122	9710	oxidoreductase activity	molecular_function	GO:0016491
44122	23919	FAD binding	molecular_function	GO:0050660
44122	287	ferric-chelate reductase activity	molecular_function	GO:0000293
44123	2553	3',5'-cyclic-nucleotide phosphodiesterase activity	molecular_function	GO:0004114
44123	5250	signal transduction	biological_process	GO:0007165
44123	2290	catalytic activity	molecular_function	GO:0003824
44123	24589	regulation of cyclic-nucleotide phosphodiesterase activity	biological_process	GO:0051342
44124	6667	biosynthetic process	biological_process	GO:0009058
44124	9977	nucleotidyltransferase activity	molecular_function	GO:0016779
44127	2290	catalytic activity	molecular_function	GO:0003824
44127	5830	metabolic process	biological_process	GO:0008152
44127	2845	isocitrate lyase activity	molecular_function	GO:0004451
44127	12002	carboxylic acid metabolic process	biological_process	GO:0019752
44140	4283	electron transport	biological_process	GO:0006118
44140	4851	aromatic compound metabolic process	biological_process	GO:0006725
44140	5872	ferrous iron binding	molecular_function	GO:0008198
44140	9710	oxidoreductase activity	molecular_function	GO:0016491
44141	2450	ATP-dependent DNA helicase activity	molecular_function	GO:0004003
44141	2451	ATP-dependent RNA helicase activity	molecular_function	GO:0004004
44141	5716	ATP-dependent helicase activity	molecular_function	GO:0008026
44141	5778	DNA-dependent ATPase activity	molecular_function	GO:0008094
44141	5860	RNA-dependent ATPase activity	molecular_function	GO:0008186
44141	8800	protein-transmembrane transporting ATPase activity	molecular_function	GO:0015462
44141	10082	ATPase activity	molecular_function	GO:0016887
44141	10273	single-stranded DNA-dependent ATP-dependent DNA helicase activity	molecular_function	GO:0017116
44141	18132	ATPase activity, coupled	molecular_function	GO:0042623
44141	18133	ATPase activity, uncoupled	molecular_function	GO:0042624
44141	18134	ATPase activity, coupled to transmembrane movement of ions	molecular_function	GO:0042625
44141	18135	ATPase activity, coupled to transmembrane movement of substances	molecular_function	GO:0042626
44142	13917	heat shock protein binding	molecular_function	GO:0031072
44142	4591	protein folding	biological_process	GO:0006457
44142	24336	unfolded protein binding	molecular_function	GO:0051082
44144	3708	binding	molecular_function	GO:0005488
44149	3727	protein binding	molecular_function	GO:0005515
44162	3045	protein serine/threonine kinase activity	molecular_function	GO:0004674
44162	3736	ATP binding	molecular_function	GO:0005524
44162	3043	protein kinase activity	molecular_function	GO:0004672
44162	4602	protein amino acid phosphorylation	biological_process	GO:0006468
44162	3046	transmembrane receptor protein serine/threonine kinase activity	molecular_function	GO:0004675
44162	3047	3-phosphoinositide-dependent protein kinase activity	molecular_function	GO:0004676
44162	3048	DNA-dependent protein kinase activity	molecular_function	GO:0004677
44162	3049	AMP-activated protein kinase activity	molecular_function	GO:0004679
44162	3050	casein kinase activity	molecular_function	GO:0004680
44162	3051	casein kinase I activity	molecular_function	GO:0004681
44162	3057	cyclic nucleotide-dependent protein kinase activity	molecular_function	GO:0004690
44162	3061	eukaryotic translation initiation factor 2alpha kinase activity	molecular_function	GO:0004694
44162	3062	galactosyltransferase-associated kinase activity	molecular_function	GO:0004695
44162	3063	glycogen synthase kinase 3 activity	molecular_function	GO:0004696
44162	3065	calcium-dependent protein kinase C activity	molecular_function	GO:0004698
44162	3067	atypical protein kinase C activity	molecular_function	GO:0004700
44162	3068	receptor signaling protein serine/threonine kinase activity	molecular_function	GO:0004702
44162	3070	NF-kappaB-inducing kinase activity	molecular_function	GO:0004704
44162	3071	JUN kinase activity	molecular_function	GO:0004705
44162	3072	JUN kinase kinase kinase activity	molecular_function	GO:0004706
44162	3074	MAP kinase kinase activity	molecular_function	GO:0004708
44162	3076	MAP/ERK kinase kinase activity	molecular_function	GO:0004710
44162	3077	ribosomal protein S6 kinase activity	molecular_function	GO:0004711
44162	3084	Janus kinase activity	molecular_function	GO:0004718
44162	6004	MAP kinase 1 activity	molecular_function	GO:0008338
44162	6005	MP kinase activity	molecular_function	GO:0008339
44162	6015	MAP kinase kinase kinase kinase activity	molecular_function	GO:0008349
44162	6196	JUN kinase kinase activity	molecular_function	GO:0008545
44162	10102	MAP kinase 2 activity	molecular_function	GO:0016908
44162	10103	SAP kinase activity	molecular_function	GO:0016909
44162	11472	transmembrane receptor protein kinase activity	molecular_function	GO:0019199
44162	12154	cyclin-dependent protein kinase activating kinase activity	molecular_function	GO:0019912
44162	17037	GTP-dependent protein kinase activity	molecular_function	GO:0034211
44163	2715	exo-alpha-sialidase activity	molecular_function	GO:0004308
44166	2233	peptidyl-prolyl cis-trans isomerase activity	molecular_function	GO:0003755
44166	2975	cyclophilin	molecular_function	GO:0004600
44166	12948	FK506-sensitive peptidyl-prolyl cis-trans isomerase	molecular_function	GO:0030051
44166	17567	cyclophilin-type peptidyl-prolyl cis-trans isomerase activity	molecular_function	GO:0042027
44177	3043	protein kinase activity	molecular_function	GO:0004672
44177	3736	ATP binding	molecular_function	GO:0005524
44177	4602	protein amino acid phosphorylation	biological_process	GO:0006468
44177	3079	protein-tyrosine kinase activity	molecular_function	GO:0004713
44177	3045	protein serine/threonine kinase activity	molecular_function	GO:0004674
44177	3052	protein kinase CK2 activity	molecular_function	GO:0004682
44178	2227	structural constituent of ribosome	molecular_function	GO:0003735
44178	3827	intracellular	cellular_component	GO:0005622
44178	4025	ribosome	cellular_component	GO:0005840
44178	4556	translation	biological_process	GO:0006412
44178	2216	RNA binding	molecular_function	GO:0003723
44198	9710	oxidoreductase activity	molecular_function	GO:0016491
44198	2322	3-dehydroquinate synthase activity	molecular_function	GO:0003856
44198	6682	aromatic amino acid family biosynthetic process	biological_process	GO:0009073
44202	3043	protein kinase activity	molecular_function	GO:0004672
44202	3736	ATP binding	molecular_function	GO:0005524
44202	4602	protein amino acid phosphorylation	biological_process	GO:0006468
44202	3079	protein-tyrosine kinase activity	molecular_function	GO:0004713
44202	3045	protein serine/threonine kinase activity	molecular_function	GO:0004674
44202	3046	transmembrane receptor protein serine/threonine kinase activity	molecular_function	GO:0004675
44202	3047	3-phosphoinositide-dependent protein kinase activity	molecular_function	GO:0004676
44202	3048	DNA-dependent protein kinase activity	molecular_function	GO:0004677
44202	3049	AMP-activated protein kinase activity	molecular_function	GO:0004679
44202	3050	casein kinase activity	molecular_function	GO:0004680
44202	3051	casein kinase I activity	molecular_function	GO:0004681
44202	3057	cyclic nucleotide-dependent protein kinase activity	molecular_function	GO:0004690
44202	3061	eukaryotic translation initiation factor 2alpha kinase activity	molecular_function	GO:0004694
44202	3062	galactosyltransferase-associated kinase activity	molecular_function	GO:0004695
44202	3063	glycogen synthase kinase 3 activity	molecular_function	GO:0004696
44202	3065	calcium-dependent protein kinase C activity	molecular_function	GO:0004698
44202	3067	atypical protein kinase C activity	molecular_function	GO:0004700
44202	3068	receptor signaling protein serine/threonine kinase activity	molecular_function	GO:0004702
44202	3070	NF-kappaB-inducing kinase activity	molecular_function	GO:0004704
44202	3071	JUN kinase activity	molecular_function	GO:0004705
44202	3072	JUN kinase kinase kinase activity	molecular_function	GO:0004706
44202	3074	MAP kinase kinase activity	molecular_function	GO:0004708
44202	3076	MAP/ERK kinase kinase activity	molecular_function	GO:0004710
44202	3077	ribosomal protein S6 kinase activity	molecular_function	GO:0004711
44202	3084	Janus kinase activity	molecular_function	GO:0004718
44202	6004	MAP kinase 1 activity	molecular_function	GO:0008338
44202	6005	MP kinase activity	molecular_function	GO:0008339
44202	6015	MAP kinase kinase kinase kinase activity	molecular_function	GO:0008349
44202	6196	JUN kinase kinase activity	molecular_function	GO:0008545
44202	10102	MAP kinase 2 activity	molecular_function	GO:0016908
44202	10103	SAP kinase activity	molecular_function	GO:0016909
44202	11472	transmembrane receptor protein kinase activity	molecular_function	GO:0019199
44202	12154	cyclin-dependent protein kinase activating kinase activity	molecular_function	GO:0019912
44202	17037	GTP-dependent protein kinase activity	molecular_function	GO:0034211
44203	2175	nucleic acid binding	molecular_function	GO:0003676
44203	3838	nucleus	cellular_component	GO:0005634
44205	2536	catalase activity	molecular_function	GO:0004096
44205	4283	electron transport	biological_process	GO:0006118
44205	5077	response to oxidative stress	biological_process	GO:0006979
44208	2403	NAD+ ADP-ribosyltransferase activity	molecular_function	GO:0003950
44216	2811	homoserine kinase activity	molecular_function	GO:0004413
44216	3736	ATP binding	molecular_function	GO:0005524
44216	4696	threonine metabolic process	biological_process	GO:0006566
44216	9573	kinase activity	molecular_function	GO:0016301
44216	9581	phosphorylation	biological_process	GO:0016310
44218	6724	nucleoside metabolic process	biological_process	GO:0009116
44218	9940	transferase activity	molecular_function	GO:0016740
44218	281	magnesium ion binding	molecular_function	GO:0000287
44218	3115	ribose phosphate diphosphokinase activity	molecular_function	GO:0004749
44218	6770	nucleotide biosynthetic process	biological_process	GO:0009165
44226	9710	oxidoreductase activity	molecular_function	GO:0016491
44226	2750	glucose dehydrogenase activity	molecular_function	GO:0004344
44226	10756	pinocarveol dehydrogenase activity	molecular_function	GO:0018446
44226	10757	chloral hydrate dehydrogenase activity	molecular_function	GO:0018447
44226	10758	hydroxymethylmethylsilanediol oxidase activity	molecular_function	GO:0018448
44226	10759	1-phenylethanol dehydrogenase activity	molecular_function	GO:0018449
44226	10760	myrtenol dehydrogenase activity	molecular_function	GO:0018450
44226	17983	versicolorin reductase activity	molecular_function	GO:0042469
44226	20156	ketoreductase activity	molecular_function	GO:0045703
44228	2715	exo-alpha-sialidase activity	molecular_function	GO:0004308
44229	3708	binding	molecular_function	GO:0005488
44233	5765	N-acetyltransferase activity	molecular_function	GO:0008080
44233	5830	metabolic process	biological_process	GO:0008152
44242	2241	motor activity	molecular_function	GO:0003774
44242	3736	ATP binding	molecular_function	GO:0005524
44242	9681	myosin complex	cellular_component	GO:0016459
44245	2176	DNA binding	molecular_function	GO:0003677
44245	2356	DNA-directed RNA polymerase activity	molecular_function	GO:0003899
44245	4499	transcription	biological_process	GO:0006350
44245	21401	protein dimerization activity	molecular_function	GO:0046983
44245	2357	DNA-directed RNA polymerase I activity	molecular_function	GO:0003900
44245	2358	DNA-directed RNA polymerase II activity	molecular_function	GO:0003901
44245	2359	DNA-directed RNA polymerase III activity	molecular_function	GO:0003902
44245	16888	RNA polymerase activity	molecular_function	GO:0034062
44258	2290	catalytic activity	molecular_function	GO:0003824
44258	5830	metabolic process	biological_process	GO:0008152
44258	2526	branched-chain-amino-acid transaminase activity	molecular_function	GO:0004084
44258	6690	branched chain family amino acid metabolic process	biological_process	GO:0009081
44270	2290	catalytic activity	molecular_function	GO:0003824
44270	5830	metabolic process	biological_process	GO:0008152
44282	2227	structural constituent of ribosome	molecular_function	GO:0003735
44282	3827	intracellular	cellular_component	GO:0005622
44282	4025	ribosome	cellular_component	GO:0005840
44282	4556	translation	biological_process	GO:0006412
44289	5830	metabolic process	biological_process	GO:0008152
44289	9823	oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor	molecular_function	GO:0016616
44289	24535	NAD binding	molecular_function	GO:0051287
44289	22441	cofactor binding	molecular_function	GO:0048037
44289	2290	catalytic activity	molecular_function	GO:0003824
44289	3708	binding	molecular_function	GO:0005488
44289	2991	phosphoglycerate dehydrogenase activity	molecular_function	GO:0004617
44291	2403	NAD+ ADP-ribosyltransferase activity	molecular_function	GO:0003950
44291	3838	nucleus	cellular_component	GO:0005634
44291	4605	protein amino acid ADP-ribosylation	biological_process	GO:0006471
44292	3724	calcium ion binding	molecular_function	GO:0005509
44292	2925	poly(A)-specific ribonuclease activity	molecular_function	GO:0004535
44303	4639	proteolysis	biological_process	GO:0006508
44303	10001	dipeptidase activity	molecular_function	GO:0016805
44310	2658	metalloendopeptidase activity	molecular_function	GO:0004222
44310	4639	proteolysis	biological_process	GO:0006508
44310	5909	metallopeptidase activity	molecular_function	GO:0008237
44310	5939	zinc ion binding	molecular_function	GO:0008270
44310	6558	oligopeptidase A activity	molecular_function	GO:0008944
44313	2290	catalytic activity	molecular_function	GO:0003824
44313	19375	cellular metabolic process	biological_process	GO:0044237
44313	23921	coenzyme binding	molecular_function	GO:0050662
44313	3708	binding	molecular_function	GO:0005488
44313	5830	metabolic process	biological_process	GO:0008152
44314	3043	protein kinase activity	molecular_function	GO:0004672
44314	3736	ATP binding	molecular_function	GO:0005524
44314	4602	protein amino acid phosphorylation	biological_process	GO:0006468
44314	3079	protein-tyrosine kinase activity	molecular_function	GO:0004713
44314	3045	protein serine/threonine kinase activity	molecular_function	GO:0004674
44314	3419	small GTPase regulator activity	molecular_function	GO:0005083
44314	3727	protein binding	molecular_function	GO:0005515
44314	4595	protein complex assembly	biological_process	GO:0006461
44314	5832	actin polymerization and/or depolymerization	biological_process	GO:0008154
44314	8947	actin cytoskeleton	cellular_component	GO:0015629
44314	3046	transmembrane receptor protein serine/threonine kinase activity	molecular_function	GO:0004675
44314	3047	3-phosphoinositide-dependent protein kinase activity	molecular_function	GO:0004676
44314	3048	DNA-dependent protein kinase activity	molecular_function	GO:0004677
44314	3049	AMP-activated protein kinase activity	molecular_function	GO:0004679
44314	3050	casein kinase activity	molecular_function	GO:0004680
44314	3051	casein kinase I activity	molecular_function	GO:0004681
