Column1,Tags,SeqName,Description,Length,#Hits,e-Value,sim mean,#GO,GO IDs,GO Names,Enzyme Codes,Enzyme Names,InterPro IDs,InterPro GO IDs,InterPro GO Names
TRUE,"[INTERPRO, BLASTED, MAPPED, GO-SLIM]",jgi|Aurli1|137857|estExt_fgenesh1_kg.C_50053,T-complex protein 1 subunit theta,538,20,0,73.94,4,P:GO:0006457; F:GO:0016787; F:GO:0140657; C:GO:0005829,P:protein folding; F:hydrolase activity; F:ATP-dependent activity; C:cytosol,EC:3.6.1,Acting on acid anhydrides,IPR017998 (PRINTS); IPR012721 (TIGRFAM); IPR027410 (G3DSA:3.30.260.GENE3D); IPR027409 (G3DSA:3.50.7.GENE3D); IPR027413 (G3DSA:1.10.560.GENE3D); IPR002423 (PFAM); IPR017998 (PANTHER); PTHR11353:SF19 (PANTHER); IPR012721 (CDD); IPR027409 (SUPERFAMILY); IPR027410 (SUPERFAMILY); IPR027413 (SUPERFAMILY),P:GO:0006457; F:GO:0005524; F:GO:0016887; F:GO:0051082,P:protein folding; F:ATP binding; F:ATP hydrolysis activity; F:unfolded protein binding
TRUE,"[INTERPRO, BLASTED, MAPPED, GO-SLIM]",jgi|Aurli1|137957|estExt_fgenesh1_kg.C_50153,Clathrin heavy chain 1,1691,20,0,76.29,7,P:GO:0006886; P:GO:0016192; F:GO:0005198; C:GO:0005794; C:GO:0005886; C:GO:0031410; C:GO:0032991,P:intracellular protein transport; P:vesicle-mediated transport; F:structural molecule activity; C:Golgi apparatus; C:plasma membrane; C:cytoplasmic vesicle; C:protein-containing complex,,,PF13838 (PFAM); IPR000547 (PFAM); IPR016025 (G3DSA:2.130.10.GENE3D); G3DSA:1.25.40.730 (GENE3D); IPR016341 (PIRSF); IPR011990 (G3DSA:1.25.40.GENE3D); IPR022365 (PFAM); PTHR10292:SF1 (PANTHER); PTHR10292 (PANTHER); IPR000547 (PROSITE_PROFILES); IPR000547 (PROSITE_PROFILES); IPR000547 (PROSITE_PROFILES); IPR000547 (PROSITE_PROFILES); IPR000547 (PROSITE_PROFILES); IPR000547 (PROSITE_PROFILES); IPR000547 (PROSITE_PROFILES); IPR016025 (SUPERFAMILY); IPR016024 (SUPERFAMILY); IPR016024 (SUPERFAMILY); IPR016024 (SUPERFAMILY); IPR016024 (SUPERFAMILY); IPR016024 (SUPERFAMILY); IPR016024 (SUPERFAMILY),P:GO:0006886; P:GO:0016192; F:GO:0005198; F:GO:0005515; F:GO:0032051; C:GO:0030130; C:GO:0030132; C:GO:0071439,P:intracellular protein transport; P:vesicle-mediated transport; F:structural molecule activity; F:protein binding; F:clathrin light chain binding; C:clathrin coat of trans-Golgi network vesicle; C:clathrin coat of coated pit; C:clathrin complex
TRUE,"[INTERPRO, BLASTED, MAPPED, GO-SLIM]",jgi|Aurli1|137978|estExt_fgenesh1_kg.C_50174,Elongation factor Tu,423,20,0,84.75,4,F:GO:0003723; F:GO:0003924; F:GO:0045182; C:GO:0009536,F:RNA binding; F:GTPase activity; F:translation regulator activity; C:plastid,EC:3.6.1,Acting on acid anhydrides,IPR000795 (PRINTS); IPR000795 (PFAM); IPR004161 (PFAM); G3DSA:2.40.30.10 (GENE3D); G3DSA:2.40.30.10 (GENE3D); IPR004541 (TIGRFAM); IPR005225 (TIGRFAM); IPR004160 (PFAM); IPR027417 (G3DSA:3.40.50.GENE3D); PTHR43721:SF22 (PANTHER); PTHR43721 (PANTHER); IPR004541 (HAMAP); IPR000795 (PROSITE_PROFILES); cd03707 (CDD); IPR041709 (CDD); IPR033720 (CDD); IPR027417 (SUPERFAMILY); IPR009000 (SUPERFAMILY); IPR009001 (SUPERFAMILY),P:GO:0006414; F:GO:0003746; F:GO:0003924; F:GO:0005525,P:translational elongation; F:translation elongation factor activity; F:GTPase activity; F:GTP binding
TRUE,"[INTERPRO, BLASTED, MAPPED, GO-SLIM]",jgi|Aurli1|115514|fgenesh1_pm.5___212,Eukaryotic translation initiation factor 5A,159,20,1.1487E-94,68.56,4,F:GO:0003723; F:GO:0045182; C:GO:0005840; C:GO:0009536,F:RNA binding; F:translation regulator activity; C:ribosome; C:plastid,,,IPR014722 (G3DSA:2.30.30.GENE3D); IPR020189 (PFAM); IPR001884 (TIGRFAM); IPR001884 (PIRSF); G3DSA:2.40.50.140 (GENE3D); IPR013185 (PFAM); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); PTHR11673:SF6 (PANTHER); IPR001884 (PANTHER); IPR008991 (SUPERFAMILY); IPR012340 (SUPERFAMILY),P:GO:0045901; P:GO:0045905; F:GO:0003723; F:GO:0003746; F:GO:0043022,P:positive regulation of translational elongation; P:positive regulation of translational termination; F:RNA binding; F:translation elongation factor activity; F:ribosome binding
TRUE,"[INTERPRO, BLASTED, MAPPED, GO-SLIM]",jgi|Aurli1|145675|estExt_Genemark1.C_5_t10425,dihydrodipicolinate reductase,434,20,0,69.31,1,F:GO:0016740,F:transferase activity,EC:2.6.1,Transferring nitrogenous groups,IPR015422 (G3DSA:3.90.1150.GENE3D); IPR001372 (PFAM); IPR004839 (PFAM); IPR015421 (G3DSA:3.40.640.GENE3D); IPR037177 (G3DSA:3.30.740.GENE3D); PTHR42858 (PANTHER); cd00609 (CDD); IPR015424 (SUPERFAMILY); IPR037177 (SUPERFAMILY),P:GO:0007017; P:GO:0009058; F:GO:0003824; F:GO:0030170; C:GO:0030286,P:microtubule-based process; P:biosynthetic process; F:catalytic activity; F:pyridoxal phosphate binding; C:dynein complex
TRUE,"[INTERPRO, BLASTED, MAPPED, GO-SLIM]",jgi|Aurli1|43700|fgenesh1_kg.5___268___isotig03681,Chaperone protein,703,20,0,68.9,3,P:GO:0006457; F:GO:0016787; F:GO:0140657,P:protein folding; F:hydrolase activity; F:ATP-dependent activity,EC:3.6.1,Acting on acid anhydrides,IPR020575 (PRINTS); IPR001404 (PIRSF); IPR001404 (PFAM); IPR036890 (G3DSA:3.30.565.GENE3D); G3DSA:3.30.230.80 (GENE3D); G3DSA:3.40.50.11260 (GENE3D); PF13589 (PFAM); IPR037196 (G3DSA:1.20.120.GENE3D); PTHR11528:SF44 (PANTHER); IPR001404 (PANTHER); IPR001404 (HAMAP); cd16927 (CDD); IPR020568 (SUPERFAMILY); IPR036890 (SUPERFAMILY); IPR037196 (SUPERFAMILY),P:GO:0006457; F:GO:0005524; F:GO:0016887; F:GO:0051082,P:protein folding; F:ATP binding; F:ATP hydrolysis activity; F:unfolded protein binding
TRUE,"[INTERPRO, BLASTED, MAPPED]",jgi|Aurli1|3822|gm1.3822_g,SDR family NAD(P)-dependent oxidoreductase,344,20,1.16794E-78,58.86,2,F:GO:0016491; F:GO:0016616,"F:oxidoreductase activity; F:oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor",,,IPR002347 (PFAM); G3DSA:3.40.50.720 (GENE3D); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); PTHR24320:SF148 (PANTHER); PTHR24320 (PANTHER); IPR036291 (SUPERFAMILY),F:GO:0016491,F:oxidoreductase activity
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",jgi|Aurli1|103997|estExt_Genewise1Plus.C_5_t20158,ABC transporter G family member 31,1303,20,0,61.3,2,F:GO:0005524; C:GO:0016021,F:ATP binding; C:integral component of membrane,,,IPR003439 (PFAM); IPR013525 (PFAM); IPR027417 (G3DSA:3.40.50.GENE3D); IPR003439 (PFAM); IPR027417 (G3DSA:3.40.50.GENE3D); PTHR19241:SF320 (PANTHER); PTHR19241 (PANTHER); IPR003439 (PROSITE_PROFILES); IPR003439 (PROSITE_PROFILES); IPR034003 (CDD); IPR027417 (SUPERFAMILY); IPR027417 (SUPERFAMILY),F:GO:0005524; C:GO:0016020,F:ATP binding; C:membrane
TRUE,"[INTERPRO, BLASTED]",jgi|Aurli1|104016|estExt_Genewise1Plus.C_5_t20224,YciI family protein,126,20,1.13446E-28,68.57,,,,,,IPR005545 (PFAM); G3DSA:3.30.70.1060 (GENE3D); PTHR33606 (PANTHER); IPR011008 (SUPERFAMILY),no GO terms,no GO terms
TRUE,"[INTERPRO, BLASTED, MAPPED]",jgi|Aurli1|138137|estExt_fgenesh1_kg.C_50338,"SET domain containing protein, putative",218,20,1.77598E-83,54.23,1,F:GO:0016740,F:transferase activity,,,G3DSA:2.170.270.10 (GENE3D); PTHR12350:SF19 (PANTHER); PTHR12350 (PANTHER); SSF82199 (SUPERFAMILY),no GO terms,no GO terms
TRUE,"[INTERPRO, BLASTED, MAPPED, GO-SLIM]",jgi|Aurli1|3947|gm1.3947_g,methionine aminopeptidase,313,20,0,66.38,9,P:GO:0006281; P:GO:0036211; F:GO:0003677; F:GO:0003723; F:GO:0016740; F:GO:0016787; F:GO:0140096; C:GO:0005739; C:GO:0009536,"P:DNA repair; P:protein modification process; F:DNA binding; F:RNA binding; F:transferase activity; F:hydrolase activity; F:catalytic activity, acting on a protein; C:mitochondrion; C:plastid",EC:3.4.11; EC:2,Acting on peptide bonds (peptidases); Transferases,IPR001714 (PRINTS); IPR002467 (TIGRFAM); IPR000994 (PFAM); IPR036005 (G3DSA:3.90.230.GENE3D); PTHR43330 (PANTHER); PTHR43330:SF8 (PANTHER); IPR002467 (HAMAP); IPR002467 (CDD); IPR036005 (SUPERFAMILY),P:GO:0006508; F:GO:0070006,P:proteolysis; F:metalloaminopeptidase activity
TRUE,"[INTERPRO, BLASTED, MAPPED, GO-SLIM]",jgi|Aurli1|115638|fgenesh1_pm.6___10,aflatoxin B1 aldehyde reductase member 4-like,320,20,0,67.61,5,P:GO:0055086; F:GO:0016491; F:GO:0016740; C:GO:0005634; C:GO:0005737,P:nucleobase-containing small molecule metabolic process; F:oxidoreductase activity; F:transferase activity; C:nucleus; C:cytoplasm,EC:2.7.4.4; EC:1.1.1.122; EC:2.7.4.22; EC:2.7.4.14,Nucleoside-phosphate kinase; D-threo-aldose 1-dehydrogenase; UMP kinase; UMP/CMP kinase,IPR020471 (PRINTS); IPR023210 (PFAM); IPR036812 (G3DSA:3.20.20.GENE3D); PTHR43625 (PANTHER); PTHR43625:SF4 (PANTHER); cd19075 (CDD); IPR036812 (SUPERFAMILY),F:GO:0016491,F:oxidoreductase activity
TRUE,"[INTERPRO, BLASTED, MAPPED, GO-SLIM]",jgi|Aurli1|65144|gw1.6.735.1,UMP-CMP kinase,190,20,3.0563E-101,73.29,6,P:GO:0055086; P:GO:1901135; F:GO:0016491; F:GO:0016740; C:GO:0005634; C:GO:0005737,P:nucleobase-containing small molecule metabolic process; P:carbohydrate derivative metabolic process; F:oxidoreductase activity; F:transferase activity; C:nucleus; C:cytoplasm,EC:2.7.4.4; EC:1.1.1.122; EC:2.7.4.22; EC:2.7.4.14,Nucleoside-phosphate kinase; D-threo-aldose 1-dehydrogenase; UMP kinase; UMP/CMP kinase,IPR000850 (PRINTS); IPR027417 (G3DSA:3.40.50.GENE3D); IPR006266 (TIGRFAM); PF00406 (PFAM); PTHR23359:SF206 (PANTHER); IPR000850 (PANTHER); IPR000850 (HAMAP); IPR006266 (HAMAP); IPR000850 (CDD); IPR027417 (SUPERFAMILY),P:GO:0006139; P:GO:0006207; P:GO:0006221; F:GO:0004127; F:GO:0005524; F:GO:0009041; F:GO:0019205,P:nucleobase-containing compound metabolic process; P:'de novo' pyrimidine nucleobase biosynthetic process; P:pyrimidine nucleotide biosynthetic process; F:cytidylate kinase activity; F:ATP binding; F:uridylate kinase activity; F:nucleobase-containing compound kinase activity
TRUE,"[INTERPRO, BLASTED, MAPPED, GO-SLIM]",jgi|Aurli1|43807|fgenesh1_kg.6___23___isotig09612,glyoxylase domain-containing protein,178,20,6.23535E-88,80.02,1,F:GO:0016491,F:oxidoreductase activity,EC:1,Oxidoreductases,IPR029068 (G3DSA:3.10.180.GENE3D); IPR004360 (PFAM); PTHR39434 (PANTHER); IPR037523 (PROSITE_PROFILES); cd08357 (CDD); IPR029068 (SUPERFAMILY),no GO terms,no GO terms
TRUE,"[INTERPRO, BLASTED, MAPPED, GO-SLIM]",jgi|Aurli1|43822|fgenesh1_kg.6___38___isotig00857,60S ribosomal protein L16,199,20,5.4964E-127,76.03,4,F:GO:0005198; C:GO:0005829; C:GO:0005840; C:GO:0032991,F:structural molecule activity; C:cytosol; C:ribosome; C:protein-containing complex,,,IPR005822 (PFAM); IPR005755 (TIGRFAM); IPR036899 (G3DSA:3.90.1180.GENE3D); G3DSA:6.10.250.3250 (GENE3D); IPR005822 (PANTHER); IPR005755 (PTHR11545:PANTHER); IPR005822 (HAMAP); IPR005822 (CDD); IPR036899 (SUPERFAMILY),P:GO:0006412; F:GO:0003735; C:GO:0005840; C:GO:0015934,P:translation; F:structural constituent of ribosome; C:ribosome; C:large ribosomal subunit
TRUE,"[INTERPRO, BLASTED, MAPPED, GO-SLIM]",jgi|Aurli1|56523|gw1.6.318.1,lupus La protein,178,20,3.85772E-40,58.98,3,P:GO:0006399; F:GO:0003723; C:GO:0005634,P:tRNA metabolic process; F:RNA binding; C:nucleus,,,IPR002344 (PRINTS); IPR012677 (G3DSA:3.30.70.GENE3D); IPR006630 (PFAM); IPR036388 (G3DSA:1.10.10.GENE3D); IPR045180 (PANTHER); PTHR22792:SF140 (PANTHER); IPR006630 (PROSITE_PROFILES); cd07323 (CDD); IPR035979 (SUPERFAMILY); IPR036390 (SUPERFAMILY),P:GO:0006396; F:GO:0003676; F:GO:0003723; C:GO:0005634; C:GO:1990904,P:RNA processing; F:nucleic acid binding; F:RNA binding; C:nucleus; C:ribonucleoprotein complex
TRUE,"[INTERPRO, BLASTED, MAPPED, GO-SLIM]",jgi|Aurli1|115689|fgenesh1_pm.6___61,acyl-CoA dehydrogenase,615,20,0,71.52,1,F:GO:0016491,F:oxidoreductase activity,EC:1.3,Acting on the CH-CH group of donors,IPR025878 (PFAM); G3DSA:2.40.110.10 (GENE3D); IPR006091 (PFAM); G3DSA:1.20.140.10 (GENE3D); IPR009075 (PFAM); IPR013786 (PFAM); IPR037069 (G3DSA:1.10.540.GENE3D); PTHR42803:SF1 (PANTHER); PTHR42803 (PANTHER); IPR009100 (SUPERFAMILY); IPR036250 (SUPERFAMILY),F:GO:0016627; F:GO:0050660,"F:oxidoreductase activity, acting on the CH-CH group of donors; F:flavin adenine dinucleotide binding"
TRUE,"[INTERPRO, BLASTED, MAPPED, GO-SLIM]",jgi|Aurli1|138216|estExt_fgenesh1_kg.C_60067,aminomethyl-transferring glycine dehydrogenase,1009,20,0,70.7,3,P:GO:0006520; F:GO:0016491; C:GO:0005739,P:cellular amino acid metabolic process; F:oxidoreductase activity; C:mitochondrion,EC:1.4.4.2,Glycine dehydrogenase (aminomethyl-transferring),IPR015422 (G3DSA:3.90.1150.GENE3D); IPR020581 (PFAM); IPR015421 (G3DSA:3.40.640.GENE3D); IPR015422 (G3DSA:3.90.1150.GENE3D); IPR003437 (TIGRFAM); mobidb-lite (MOBIDB_LITE); IPR020581 (PANTHER); PTHR11773:SF7 (PANTHER); IPR020581 (CDD); IPR020581 (CDD); IPR015424 (SUPERFAMILY); IPR015424 (SUPERFAMILY),P:GO:0006544; P:GO:0006546; F:GO:0003824; F:GO:0004375,P:glycine metabolic process; P:glycine catabolic process; F:catalytic activity; F:glycine dehydrogenase (decarboxylating) activity
TRUE,"[INTERPRO, BLASTED, MAPPED, GO-SLIM]",jgi|Aurli1|43854|fgenesh1_kg.6___70___isotig02867,MET13 protein,736,20,0,55.3,1,F:GO:0016740,F:transferase activity,EC:2.1.1,Transferring one-carbon groups,G3DSA:3.40.50.150 (GENE3D); IPR041698 (PFAM); G3DSA:3.40.50.150 (GENE3D); mobidb-lite (MOBIDB_LITE); PTHR12176:SF70 (PANTHER); PTHR12176 (PANTHER); cd02440 (CDD); cd02440 (CDD); IPR029063 (SUPERFAMILY); IPR029063 (SUPERFAMILY),no GO terms,no GO terms
TRUE,"[INTERPRO, BLASTED, MAPPED, GO-SLIM]",jgi|Aurli1|138220|estExt_fgenesh1_kg.C_60071,"Threonine--tRNA ligase, cytoplasmic",823,20,0,72.61,5,P:GO:0006399; P:GO:0006520; F:GO:0016874; F:GO:0140098; C:GO:0005737,"P:tRNA metabolic process; P:cellular amino acid metabolic process; F:ligase activity; F:catalytic activity, acting on RNA; C:cytoplasm",EC:6.1.1.3,Threonine--tRNA ligase,IPR002320 (PRINTS); IPR002320 (TIGRFAM); IPR004154 (PFAM); IPR045864 (G3DSA:3.30.930.GENE3D); G3DSA:3.30.980.10 (GENE3D); IPR004095 (PFAM); IPR012947 (PFAM); IPR012675 (G3DSA:3.10.20.GENE3D); IPR036621 (G3DSA:3.40.50.GENE3D); IPR002314 (PFAM); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); PTHR11451:SF36 (PANTHER); PTHR11451:SF36 (PANTHER); IPR002320 (PANTHER); IPR002320 (PANTHER); IPR002320 (HAMAP); IPR004095 (PROSITE_PROFILES); IPR006195 (PROSITE_PROFILES); cd00860 (CDD); cd01667 (CDD); IPR033728 (CDD); IPR045864 (SUPERFAMILY); SSF52954 (SUPERFAMILY); IPR018163 (SUPERFAMILY); IPR012676 (SUPERFAMILY),P:GO:0006418; P:GO:0006435; P:GO:0043039; F:GO:0000166; F:GO:0004812; F:GO:0004829; F:GO:0005524; C:GO:0005737,P:tRNA aminoacylation for protein translation; P:threonyl-tRNA aminoacylation; P:tRNA aminoacylation; F:nucleotide binding; F:aminoacyl-tRNA ligase activity; F:threonine-tRNA ligase activity; F:ATP binding; C:cytoplasm
TRUE,"[INTERPRO, BLASTED, MAPPED, GO-SLIM]",jgi|Aurli1|49344|gw1.6.15.1,predicted protein,265,20,3.9301E-151,64.81,2,F:GO:0003723; F:GO:0045182,F:RNA binding; F:translation regulator activity,,,IPR003890 (PFAM); G3DSA:1.25.40.180 (GENE3D); IPR045208 (PANTHER); IPR016024 (SUPERFAMILY),F:GO:0003723; F:GO:0003743; F:GO:0005515,F:RNA binding; F:translation initiation factor activity; F:protein binding
TRUE,"[INTERPRO, BLASTED, MAPPED, GO-SLIM]",jgi|Aurli1|43941|fgenesh1_kg.6___157___isotig08445,60S ribosomal protein L11,177,20,6.751E-114,87.3,5,F:GO:0003723; F:GO:0005198; C:GO:0005829; C:GO:0005840; C:GO:0032991,F:RNA binding; F:structural molecule activity; C:cytosol; C:ribosome; C:protein-containing complex,,,IPR031310 (PFAM); IPR022803 (G3DSA:3.30.1440.GENE3D); IPR002132 (PIRSF); IPR031309 (PFAM); PTHR11994:SF31 (PANTHER); IPR002132 (PANTHER); IPR022803 (SUPERFAMILY),P:GO:0006412; F:GO:0003735; C:GO:0005840,P:translation; F:structural constituent of ribosome; C:ribosome
TRUE,"[INTERPRO, BLASTED, MAPPED, GO-SLIM]",jgi|Aurli1|138306|estExt_fgenesh1_kg.C_60162,Diphthine synthase,294,20,0,79.42,6,P:GO:0002181; P:GO:0005975; P:GO:0006091; P:GO:0036211; F:GO:0016491; F:GO:0016740,P:cytoplasmic translation; P:carbohydrate metabolic process; P:generation of precursor metabolites and energy; P:protein modification process; F:oxidoreductase activity; F:transferase activity,EC:1.1.1.37; EC:2.1.1.98,Malate dehydrogenase; Diphthine synthase,IPR000878 (PFAM); IPR014777 (G3DSA:3.40.1010.GENE3D); IPR014776 (G3DSA:3.30.950.GENE3D); IPR004551 (TIGRFAM); IPR004551 (PIRSF); IPR004551 (PANTHER); IPR004551 (HAMAP); IPR004551 (CDD); IPR035996 (SUPERFAMILY),P:GO:0017183; F:GO:0004164; F:GO:0008168,P:peptidyl-diphthamide biosynthetic process from peptidyl-histidine; F:diphthine synthase activity; F:methyltransferase activity
TRUE,"[INTERPRO, BLASTED, MAPPED, GO-SLIM]",jgi|Aurli1|73845|e_gw1.6.326.1,NADP-dependent malic enzyme,584,20,0,72.5,1,F:GO:0016491,F:oxidoreductase activity,EC:1.1.1.38; EC:1.1.1.39,Malate dehydrogenase (oxaloacetate-decarboxylating); Malate dehydrogenase (decarboxylating),IPR001891 (PRINTS); G3DSA:3.40.50.720 (GENE3D); IPR037062 (G3DSA:3.40.50.GENE3D); IPR001891 (PIRSF); IPR012301 (PFAM); IPR012302 (PFAM); PTHR23406:SF34 (PANTHER); PTHR23406 (PANTHER); cd05312 (CDD); SSF53223 (SUPERFAMILY); IPR036291 (SUPERFAMILY),F:GO:0004470; F:GO:0004471; F:GO:0051287,F:malic enzyme activity; F:malate dehydrogenase (decarboxylating) (NAD+) activity; F:NAD binding
TRUE,"[INTERPRO, BLASTED]",jgi|Aurli1|4337|gm1.4337_g,Hypothetical Protein FCC1311_014992,339,1,3.61706E-47,51.84,,,,,,no IPS match,no IPS match,no IPS match
TRUE,"[INTERPRO, BLASTED, MAPPED, GO-SLIM]",jgi|Aurli1|138365|estExt_fgenesh1_kg.C_60221,60S ribosomal protein,385,20,0,84.35,2,F:GO:0005198; C:GO:0005840,F:structural molecule activity; C:ribosome,,,IPR000597 (PFAM); G3DSA:2.40.30.10 (GENE3D); IPR044892 (G3DSA:4.10.960.GENE3D); G3DSA:3.30.1430.10 (GENE3D); mobidb-lite (MOBIDB_LITE); IPR045077 (PANTHER); PTHR11363:SF13 (PANTHER); IPR009000 (SUPERFAMILY),P:GO:0006412; F:GO:0003735; C:GO:0005840,P:translation; F:structural constituent of ribosome; C:ribosome
TRUE,"[INTERPRO, BLASTED, MAPPED, GO-SLIM]",jgi|Aurli1|44028|fgenesh1_kg.6___244___isotig07863,Proteasome subunit alpha type-2,235,20,1.3968E-165,85.71,6,P:GO:0030163; F:GO:0016787; F:GO:0140096; C:GO:0005634; C:GO:0005737; C:GO:0032991,"P:protein catabolic process; F:hydrolase activity; F:catalytic activity, acting on a protein; C:nucleus; C:cytoplasm; C:protein-containing complex",EC:3.4,Acting on peptide bonds (peptidases),IPR001353 (PFAM); IPR029055 (G3DSA:3.60.20.GENE3D); IPR000426 (PFAM); PTHR11599 (PANTHER); IPR034644 (PTHR11599:PANTHER); IPR023332 (PROSITE_PROFILES); cd03750 (CDD); IPR029055 (SUPERFAMILY),P:GO:0006511; P:GO:0051603; C:GO:0005839; C:GO:0019773,"P:ubiquitin-dependent protein catabolic process; P:proteolysis involved in cellular protein catabolic process; C:proteasome core complex; C:proteasome core complex, alpha-subunit complex"
TRUE,"[INTERPRO, BLASTED, MAPPED, GO-SLIM]",jgi|Aurli1|44030|fgenesh1_kg.6___246___isotig02880,3-isopropylmalate dehydratase,729,20,0,74.95,4,P:GO:0006520; F:GO:0016829; C:GO:0005829; C:GO:0032991,P:cellular amino acid metabolic process; F:lyase activity; C:cytosol; C:protein-containing complex,EC:4.2.1.33,3-isopropylmalate dehydratase,IPR001030 (PRINTS); IPR000573 (PFAM); IPR015931 (G3DSA:3.30.499.GENE3D); IPR015931 (G3DSA:3.30.499.GENE3D); IPR015928 (G3DSA:3.20.19.GENE3D); IPR004430 (TIGRFAM); IPR004431 (TIGRFAM); IPR001030 (PFAM); mobidb-lite (MOBIDB_LITE); PTHR43822 (PANTHER); PTHR43822:SF9 (PANTHER); IPR004431 (HAMAP); IPR004430 (HAMAP); IPR033941 (CDD); IPR033940 (CDD); IPR036008 (SUPERFAMILY); SSF52016 (SUPERFAMILY),P:GO:0009098; F:GO:0003861; F:GO:0051539; C:GO:0009316,"P:leucine biosynthetic process; F:3-isopropylmalate dehydratase activity; F:4 iron, 4 sulfur cluster binding; C:3-isopropylmalate dehydratase complex"
TRUE,"[INTERPRO, BLASTED, MAPPED, GO-SLIM]",jgi|Aurli1|73779|e_gw1.6.591.1,"T-complex protein 1, alpha subunit",538,20,0,85.11,5,P:GO:0006457; F:GO:0016787; F:GO:0140657; C:GO:0005829; C:GO:0032991,P:protein folding; F:hydrolase activity; F:ATP-dependent activity; C:cytosol; C:protein-containing complex,EC:3.6.1,Acting on acid anhydrides,IPR017998 (PRINTS); IPR002423 (PFAM); IPR012715 (TIGRFAM); IPR027413 (G3DSA:1.10.560.GENE3D); IPR027410 (G3DSA:3.30.260.GENE3D); IPR027409 (G3DSA:3.50.7.GENE3D); PTHR11353:SF84 (PANTHER); IPR017998 (PANTHER); IPR012715 (CDD); IPR027410 (SUPERFAMILY); IPR027409 (SUPERFAMILY); IPR027413 (SUPERFAMILY),P:GO:0006457; F:GO:0005524; F:GO:0016887; F:GO:0051082,P:protein folding; F:ATP binding; F:ATP hydrolysis activity; F:unfolded protein binding
TRUE,"[INTERPRO, BLASTED, MAPPED, GO-SLIM]",jgi|Aurli1|138458|estExt_fgenesh1_kg.C_70012,sucrose-phosphate synthase-like protein,491,20,0,65.01,1,F:GO:0016740,F:transferase activity,EC:2.4,Glycosyltransferases,G3DSA:3.40.50.2000 (GENE3D); IPR001296 (PFAM); G3DSA:3.40.50.2000 (GENE3D); PTHR45947:SF8 (PANTHER); PTHR45947 (PANTHER); cd03801 (CDD); SSF53756 (SUPERFAMILY),F:GO:0016757,F:glycosyltransferase activity
TRUE,"[INTERPRO, BLASTED, MAPPED, GO-SLIM]",jgi|Aurli1|146288|estExt_Genemark1.C_7_t10111,Alpha-tubulin,453,20,0,93.24,5,P:GO:0007010; F:GO:0003924; F:GO:0005198; C:GO:0005739; C:GO:0005856,P:cytoskeleton organization; F:GTPase activity; F:structural molecule activity; C:mitochondrion; C:cytoskeleton,EC:3.6.1,Acting on acid anhydrides,IPR000217 (PRINTS); IPR002452 (PRINTS); IPR003008 (PFAM); IPR018316 (PFAM); IPR023123 (G3DSA:1.10.287.GENE3D); IPR036525 (G3DSA:3.40.50.GENE3D); IPR037103 (G3DSA:3.30.1330.GENE3D); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); PTHR11588:SF304 (PANTHER); IPR000217 (PANTHER); cd02186 (CDD); IPR036525 (SUPERFAMILY); IPR008280 (SUPERFAMILY),P:GO:0007017; F:GO:0003924; F:GO:0005200; F:GO:0005525; C:GO:0005874,P:microtubule-based process; F:GTPase activity; F:structural constituent of cytoskeleton; F:GTP binding; C:microtubule
TRUE,"[INTERPRO, BLASTED, MAPPED, GO-SLIM]",jgi|Aurli1|116011|fgenesh1_pm.7___64,60S ribosomal protein L6-1,194,20,1.0274E-109,74.43,9,P:GO:0002181; P:GO:0042254; P:GO:0065003; F:GO:0003723; F:GO:0005198; C:GO:0005829; C:GO:0005840; C:GO:0009536; C:GO:0032991,P:cytoplasmic translation; P:ribosome biogenesis; P:protein-containing complex assembly; F:RNA binding; F:structural molecule activity; C:cytosol; C:ribosome; C:plastid; C:protein-containing complex,,,IPR014722 (G3DSA:2.30.30.GENE3D); IPR000915 (PFAM); IPR000915 (PANTHER); PTHR10715:SF0 (PANTHER); IPR041997 (CDD); IPR008991 (SUPERFAMILY),P:GO:0006412; F:GO:0003735; C:GO:0005840,P:translation; F:structural constituent of ribosome; C:ribosome
TRUE,"[INTERPRO, BLASTED, MAPPED, GO-SLIM]",jgi|Aurli1|44178|fgenesh1_kg.7___84___isotig00940,40S ribosomal protein S4,267,20,4.9584E-163,79.59,5,F:GO:0003723; F:GO:0005198; C:GO:0005829; C:GO:0005840; C:GO:0032991,F:RNA binding; F:structural molecule activity; C:cytosol; C:ribosome; C:protein-containing complex,,,IPR038237 (G3DSA:2.40.50.GENE3D); IPR036986 (G3DSA:3.10.290.GENE3D); IPR014722 (G3DSA:2.30.30.GENE3D); IPR002942 (PFAM); IPR032277 (PFAM); IPR013845 (PFAM); IPR000876 (PIRSF); IPR013843 (PFAM); PTHR11581:SF0 (PANTHER); IPR000876 (PANTHER); IPR000876 (HAMAP); PS50889 (PROSITE_PROFILES); IPR002942 (CDD); IPR041982 (CDD),P:GO:0006412; F:GO:0003723; F:GO:0003735; C:GO:0005840,P:translation; F:RNA binding; F:structural constituent of ribosome; C:ribosome
